trial_info,phase,trial_time,event,x,y
training 1,annotation,28.289,,0.097,0.678
training 1,annotation,28.289,,0.097,0.678
training 1,annotation,28.293,,0.097,0.678
training 1,annotation,28.293,,0.097,0.678
training 1,annotation,28.297,,0.097,0.678
training 1,annotation,28.297,,0.097,0.678
training 1,annotation,28.302,,0.097,0.678
training 1,annotation,28.302,,0.097,0.678
training 1,annotation,28.306,,0.097,0.678
training 1,annotation,28.306,,0.097,0.678
training 1,annotation,28.31,,0.097,0.678
training 1,annotation,28.31,,0.097,0.678
training 1,annotation,28.315,,0.097,0.678
training 1,annotation,28.315,,0.097,0.678
training 1,annotation,28.318,,0.097,0.678
training 1,annotation,28.318,,0.097,0.678
training 1,annotation,28.323,,0.097,0.678
training 1,annotation,28.323,,0.097,0.678
training 1,annotation,28.327,,0.097,0.678
training 1,annotation,28.327,,0.097,0.678
training 1,annotation,28.331,,0.097,0.678
training 1,annotation,28.331,,0.097,0.678
training 1,annotation,28.336,,0.097,0.678
training 1,annotation,28.336,,0.094,0.681
training 1,annotation,28.34,,0.094,0.681
training 1,annotation,28.34,,0.091,0.685
training 1,annotation,28.344,,0.091,0.685
training 1,annotation,28.344,,0.089,0.688
training 1,annotation,28.349,,0.089,0.688
training 1,annotation,28.349,,0.086,0.691
training 1,annotation,28.353,,0.086,0.691
training 1,annotation,28.353,,0.083,0.694
training 1,annotation,28.357,,0.083,0.694
training 1,annotation,28.357,,0.081,0.697
training 1,annotation,28.361,,0.081,0.697
training 1,annotation,28.361,,0.078,0.7
training 1,annotation,28.366,,0.078,0.7
training 1,annotation,28.366,,0.075,0.704
training 1,annotation,28.37,,0.075,0.704
training 1,annotation,28.37,,0.072,0.708
training 1,annotation,28.375,,0.072,0.708
training 1,annotation,28.375,,0.069,0.711
training 1,annotation,28.379,,0.069,0.711
training 1,annotation,28.379,,0.066,0.714
training 1,annotation,28.383,,0.066,0.714
training 1,annotation,28.383,,0.064,0.718
training 1,annotation,28.388,,0.064,0.718
training 1,annotation,28.388,,0.061,0.721
training 1,annotation,28.392,,0.061,0.721
training 1,annotation,28.392,,0.058,0.724
training 1,annotation,28.396,,0.058,0.724
training 1,annotation,28.396,,0.055,0.727
training 1,annotation,28.401,,0.055,0.727
training 1,annotation,28.401,,0.052,0.731
training 1,annotation,28.405,,0.052,0.731
training 1,annotation,28.405,,0.049,0.734
training 1,annotation,28.409,,0.049,0.734
training 1,annotation,28.409,,0.047,0.737
training 1,annotation,28.414,,0.047,0.737
training 1,annotation,28.414,,0.044,0.741
training 1,annotation,28.418,,0.044,0.741
training 1,annotation,28.418,,0.042,0.744
training 1,annotation,28.422,,0.042,0.744
training 1,annotation,28.422,,0.042,0.744
training 1,annotation,28.426,,0.042,0.744
training 1,annotation,28.426,,0.042,0.744
training 1,annotation,28.43,,0.042,0.744
training 1,annotation,28.43,,0.042,0.744
training 1,annotation,28.435,,0.042,0.744
training 1,annotation,28.435,,0.042,0.744
training 1,annotation,28.439,,0.042,0.744
training 1,annotation,28.439,,0.042,0.744
training 1,annotation,28.443,,0.042,0.744
training 1,annotation,28.443,,0.042,0.744
training 1,annotation,28.447,,0.042,0.744
training 1,annotation,28.447,,0.042,0.744
training 1,annotation,28.451,,0.042,0.744
training 1,annotation,28.451,,0.042,0.744
training 1,annotation,28.455,,0.042,0.744
training 1,annotation,28.455,,0.042,0.744
training 1,annotation,28.459,,0.042,0.744
training 1,annotation,28.459,,0.042,0.744
training 1,annotation,28.464,,0.042,0.744
training 1,annotation,28.464,,0.042,0.744
training 1,annotation,28.468,,0.042,0.744
training 1,annotation,28.468,,0.042,0.744
training 1,annotation,28.472,,0.042,0.744
training 1,annotation,28.472,,0.042,0.744
training 1,annotation,28.476,,0.042,0.744
training 1,annotation,28.476,,0.042,0.744
training 1,annotation,28.48,,0.042,0.744
training 1,annotation,28.48,,0.042,0.744
training 1,annotation,28.484,,0.042,0.744
training 1,annotation,28.484,,0.042,0.744
training 1,annotation,28.488,,0.042,0.744
training 1,annotation,28.488,,0.042,0.744
training 1,annotation,28.492,,0.042,0.744
training 1,annotation,28.492,,0.039,0.747
training 1,annotation,28.497,,0.039,0.747
training 1,annotation,28.497,,0.036,0.75
training 1,annotation,28.502,,0.036,0.75
training 1,annotation,28.502,,0.033,0.754
training 1,annotation,28.505,,0.033,0.754
training 1,annotation,28.505,,0.03,0.757
training 1,annotation,28.51,,0.03,0.757
training 1,annotation,28.51,,0.028,0.76
training 1,annotation,28.514,,0.028,0.76
training 1,annotation,28.514,,0.025,0.764
training 1,annotation,28.518,,0.025,0.764
training 1,annotation,28.518,,0.022,0.767
training 1,annotation,28.522,,0.022,0.767
training 1,annotation,28.522,,0.02,0.77
training 1,annotation,28.526,,0.02,0.77
training 1,annotation,28.526,,0.017,0.773
training 1,annotation,28.531,,0.017,0.773
training 1,annotation,28.531,,0.014,0.776
training 1,annotation,28.535,,0.014,0.776
training 1,annotation,28.535,,0.011,0.78
training 1,annotation,28.539,,0.011,0.78
training 1,annotation,28.539,,0.009,0.783
training 1,annotation,28.543,,0.009,0.783
training 1,annotation,28.543,,0.006,0.786
training 1,annotation,28.547,,0.006,0.786
training 1,annotation,28.547,,0.003,0.789
training 1,annotation,28.551,,0.003,0.789
training 1,annotation,28.551,,0.001,0.792
training 1,annotation,28.555,,0.001,0.792
training 1,annotation,28.555,,-0.001,0.795
training 1,annotation,28.559,,-0.001,0.795
training 1,annotation,28.559,,-0.004,0.798
training 1,annotation,28.564,,-0.004,0.798
training 1,annotation,28.564,,-0.007,0.802
training 1,annotation,28.568,,-0.007,0.802
training 1,annotation,28.568,,-0.01,0.805
training 1,annotation,28.572,,-0.01,0.805
training 1,annotation,28.572,,-0.013,0.808
training 1,annotation,28.576,,-0.013,0.808
training 1,annotation,28.576,,-0.015,0.811
training 1,annotation,28.58,,-0.015,0.811
training 1,annotation,28.58,,-0.018,0.814
training 1,annotation,28.584,,-0.018,0.814
training 1,annotation,28.584,,-0.02,0.818
training 1,annotation,28.589,,-0.02,0.818
training 1,annotation,28.589,,-0.023,0.821
training 1,annotation,28.594,,-0.023,0.821
training 1,annotation,28.594,,-0.026,0.825
training 1,annotation,28.598,,-0.026,0.825
training 1,annotation,28.598,,-0.029,0.828
training 1,annotation,28.602,,-0.029,0.828
training 1,annotation,28.602,,-0.029,0.828
training 1,annotation,28.606,,-0.029,0.828
training 1,annotation,28.606,,-0.029,0.828
training 1,annotation,28.61,,-0.029,0.828
training 1,annotation,28.61,,-0.029,0.828
training 1,annotation,28.614,,-0.029,0.828
training 1,annotation,28.614,,-0.029,0.828
training 1,annotation,28.618,,-0.029,0.828
training 1,annotation,28.618,,-0.029,0.828
training 1,annotation,28.623,,-0.029,0.828
training 1,annotation,28.623,,-0.029,0.828
training 1,annotation,28.628,,-0.029,0.828
training 1,annotation,28.628,,-0.029,0.828
training 1,annotation,28.632,,-0.029,0.828
training 1,annotation,28.632,,-0.029,0.828
training 1,annotation,28.636,,-0.029,0.828
training 1,annotation,28.636,,-0.029,0.828
training 1,annotation,28.639,,-0.029,0.828
training 1,annotation,28.639,,-0.029,0.828
training 1,annotation,28.643,,-0.029,0.828
training 1,annotation,28.643,,-0.029,0.828
training 1,annotation,28.648,,-0.029,0.828
training 1,annotation,28.648,,-0.029,0.828
training 1,annotation,28.651,,-0.029,0.828
training 1,annotation,28.651,,-0.029,0.828
training 1,annotation,28.656,,-0.029,0.828
training 1,annotation,28.656,,-0.029,0.828
training 1,annotation,28.661,,-0.029,0.828
training 1,annotation,28.661,,-0.029,0.828
training 1,annotation,28.665,,-0.029,0.828
training 1,annotation,28.665,,-0.029,0.828
training 1,annotation,28.668,,-0.029,0.828
training 1,annotation,28.668,,-0.029,0.828
training 1,annotation,28.673,,-0.029,0.828
training 1,annotation,28.673,,-0.029,0.828
training 1,annotation,28.677,,-0.029,0.828
training 1,annotation,28.677,,-0.029,0.828
training 1,annotation,28.681,,-0.029,0.828
training 1,annotation,28.681,,-0.029,0.828
training 1,annotation,28.685,,-0.029,0.828
training 1,annotation,28.685,,-0.029,0.828
training 1,annotation,28.689,,-0.029,0.828
training 1,annotation,28.689,,-0.029,0.828
training 1,annotation,28.693,,-0.029,0.828
training 1,annotation,28.693,,-0.029,0.828
training 1,annotation,28.698,,-0.029,0.828
training 1,annotation,28.698,,-0.029,0.828
training 1,annotation,28.703,,-0.029,0.828
training 1,annotation,28.703,,-0.029,0.828
training 1,annotation,28.707,,-0.029,0.828
training 1,annotation,28.707,,-0.029,0.828
training 1,annotation,28.71,,-0.029,0.828
training 1,annotation,28.71,,-0.029,0.828
training 1,annotation,28.715,,-0.029,0.828
training 1,annotation,28.715,,-0.029,0.828
training 1,annotation,28.719,,-0.029,0.828
training 1,annotation,28.719,,-0.029,0.828
training 1,annotation,28.723,,-0.029,0.828
training 1,annotation,28.723,,-0.032,0.831
training 1,annotation,28.727,,-0.032,0.831
training 1,annotation,28.727,,-0.034,0.834
training 1,annotation,28.731,,-0.034,0.834
training 1,annotation,28.731,,-0.037,0.838
training 1,annotation,28.736,,-0.037,0.838
training 1,annotation,28.736,,-0.04,0.841
training 1,annotation,28.74,,-0.04,0.841
training 1,annotation,28.74,,-0.043,0.844
training 1,annotation,28.744,,-0.043,0.844
training 1,annotation,28.744,,-0.045,0.847
training 1,annotation,28.748,,-0.045,0.847
training 1,annotation,28.748,,-0.048,0.85
training 1,annotation,28.752,,-0.048,0.85
training 1,annotation,28.752,,-0.05,0.853
training 1,annotation,28.756,,-0.05,0.853
training 1,annotation,28.756,,-0.053,0.856
training 1,annotation,28.76,,-0.053,0.856
training 1,annotation,28.76,,-0.056,0.86
training 1,annotation,28.765,,-0.056,0.86
training 1,annotation,28.765,,-0.059,0.863
training 1,annotation,28.769,,-0.059,0.863
training 1,annotation,28.769,,-0.062,0.867
training 1,annotation,28.773,,-0.062,0.867
training 1,annotation,28.773,,-0.064,0.87
training 1,annotation,28.777,,-0.064,0.87
training 1,annotation,28.777,,-0.067,0.873
training 1,annotation,28.782,,-0.067,0.873
training 1,annotation,28.782,,-0.067,0.873
training 1,annotation,28.786,,-0.067,0.873
training 1,annotation,28.786,,-0.067,0.873
training 1,annotation,28.79,,-0.067,0.873
training 1,annotation,28.79,,-0.067,0.873
training 1,annotation,28.794,,-0.067,0.873
training 1,annotation,28.794,,-0.067,0.873
training 1,annotation,28.799,,-0.067,0.873
training 1,annotation,28.799,,-0.067,0.873
training 1,annotation,28.804,,-0.067,0.873
training 1,annotation,28.804,,-0.067,0.873
training 1,annotation,28.808,,-0.067,0.873
training 1,annotation,28.808,,-0.067,0.873
training 1,annotation,28.812,,-0.067,0.873
training 1,annotation,28.812,,-0.067,0.873
training 1,annotation,28.816,,-0.067,0.873
training 1,annotation,28.816,,-0.067,0.873
training 1,annotation,28.821,,-0.067,0.873
training 1,annotation,28.821,,-0.067,0.873
training 1,annotation,28.825,,-0.067,0.873
training 1,annotation,28.825,,-0.067,0.873
training 1,annotation,28.829,,-0.067,0.873
training 1,annotation,28.829,,-0.067,0.873
training 1,annotation,28.834,,-0.067,0.873
training 1,annotation,28.834,,-0.067,0.873
training 1,annotation,28.838,,-0.067,0.873
training 1,annotation,28.838,,-0.067,0.873
training 1,annotation,28.842,,-0.067,0.873
training 1,annotation,28.842,,-0.067,0.873
training 1,annotation,28.847,,-0.067,0.873
training 1,annotation,28.847,,-0.067,0.873
training 1,annotation,28.851,,-0.067,0.873
training 1,annotation,28.851,,-0.067,0.873
training 1,annotation,28.855,,-0.067,0.873
training 1,annotation,28.855,,-0.067,0.873
training 1,annotation,28.859,,-0.067,0.873
training 1,annotation,28.859,,-0.067,0.873
training 1,annotation,28.863,,-0.067,0.873
training 1,annotation,28.863,,-0.067,0.873
training 1,annotation,28.869,,-0.067,0.873
training 1,annotation,28.869,,-0.067,0.873
training 1,annotation,28.873,,-0.067,0.873
training 1,annotation,28.873,,-0.067,0.873
training 1,annotation,28.876,,-0.067,0.873
training 1,annotation,28.876,,-0.067,0.873
training 1,annotation,28.881,,-0.067,0.873
training 1,annotation,28.881,,-0.067,0.873
training 1,annotation,28.885,,-0.067,0.873
training 1,annotation,28.885,,-0.067,0.873
training 1,annotation,28.889,,-0.067,0.873
training 1,annotation,28.889,,-0.067,0.873
training 1,annotation,28.893,,-0.067,0.873
training 1,annotation,28.893,,-0.067,0.873
training 1,annotation,28.898,,-0.067,0.873
training 1,annotation,28.898,,-0.067,0.873
training 1,annotation,28.903,,-0.067,0.873
training 1,annotation,28.903,,-0.067,0.873
training 1,annotation,28.907,,-0.067,0.873
training 1,annotation,28.907,,-0.067,0.873
training 1,annotation,28.911,,-0.067,0.873
training 1,annotation,28.911,,-0.067,0.873
training 1,annotation,28.916,,-0.067,0.873
training 1,annotation,28.916,,-0.067,0.873
training 1,annotation,28.92,,-0.067,0.873
training 1,annotation,28.92,,-0.067,0.873
training 1,annotation,28.924,,-0.067,0.873
training 1,annotation,28.924,,-0.067,0.873
training 1,annotation,28.928,,-0.067,0.873
training 1,annotation,28.928,,-0.067,0.873
training 1,annotation,28.932,,-0.067,0.873
training 1,annotation,28.932,,-0.067,0.873
training 1,annotation,28.937,,-0.067,0.873
training 1,annotation,28.937,,-0.067,0.873
training 1,annotation,28.941,,-0.067,0.873
training 1,annotation,28.941,,-0.067,0.873
training 1,annotation,28.945,,-0.067,0.873
training 1,annotation,28.945,,-0.067,0.873
training 1,annotation,28.949,,-0.067,0.873
training 1,annotation,28.949,,-0.067,0.873
training 1,annotation,28.953,,-0.067,0.873
training 1,annotation,28.953,,-0.067,0.873
training 1,annotation,28.957,,-0.067,0.873
training 1,annotation,28.957,,-0.067,0.873
training 1,annotation,28.961,,-0.067,0.873
training 1,annotation,28.961,,-0.067,0.873
training 1,annotation,28.966,,-0.067,0.873
training 1,annotation,28.966,,-0.067,0.873
training 1,annotation,28.971,,-0.067,0.873
training 1,annotation,28.971,,-0.067,0.873
training 1,annotation,28.975,,-0.067,0.873
training 1,annotation,28.975,,-0.067,0.873
training 1,annotation,28.979,,-0.067,0.873
training 1,annotation,28.979,,-0.067,0.873
training 1,annotation,28.983,,-0.067,0.873
training 1,annotation,28.983,,-0.067,0.873
training 1,annotation,28.987,,-0.067,0.873
training 1,annotation,28.987,,-0.067,0.873
training 1,annotation,28.992,,-0.067,0.873
training 1,annotation,28.992,,-0.067,0.873
training 1,annotation,28.997,,-0.067,0.873
training 1,annotation,28.997,,-0.067,0.873
training 1,annotation,29.0,,-0.067,0.873
training 1,annotation,29.0,,-0.067,0.873
training 1,annotation,29.005,,-0.067,0.873
training 1,annotation,29.005,,-0.067,0.873
training 1,annotation,29.008,,-0.067,0.873
training 1,annotation,29.008,,-0.067,0.873
training 1,annotation,29.013,,-0.067,0.873
training 1,annotation,29.013,,-0.067,0.873
training 1,annotation,29.018,,-0.067,0.873
training 1,annotation,29.018,,-0.067,0.873
training 1,annotation,29.022,,-0.067,0.873
training 1,annotation,29.022,,-0.067,0.873
training 1,annotation,29.028,,-0.067,0.873
training 1,annotation,29.028,,-0.067,0.873
training 1,annotation,29.032,,-0.067,0.873
training 1,annotation,29.032,,-0.067,0.873
training 1,annotation,29.037,,-0.067,0.873
training 1,annotation,29.037,,-0.067,0.873
training 1,annotation,29.041,,-0.067,0.873
training 1,annotation,29.041,,-0.067,0.873
training 1,annotation,29.044,,-0.067,0.873
training 1,annotation,29.044,,-0.067,0.873
training 1,annotation,29.049,,-0.067,0.873
training 1,annotation,29.049,,-0.067,0.873
training 1,annotation,29.053,,-0.067,0.873
training 1,annotation,29.053,,-0.067,0.873
training 1,annotation,29.057,,-0.067,0.873
training 1,annotation,29.057,,-0.067,0.873
training 1,annotation,29.062,,-0.067,0.873
training 1,annotation,29.062,,-0.067,0.873
training 1,annotation,29.066,,-0.067,0.873
training 1,annotation,29.066,,-0.067,0.873
training 1,annotation,29.07,,-0.067,0.873
training 1,annotation,29.07,,-0.067,0.873
training 1,annotation,29.074,,-0.067,0.873
training 1,annotation,29.074,,-0.067,0.873
training 1,annotation,29.077,,-0.067,0.873
training 1,annotation,29.077,,-0.067,0.873
training 1,annotation,29.082,,-0.067,0.873
training 1,annotation,29.082,,-0.067,0.873
training 1,annotation,29.086,,-0.067,0.873
training 1,annotation,29.086,,-0.067,0.873
training 1,annotation,29.091,,-0.067,0.873
training 1,annotation,29.091,,-0.067,0.873
training 1,annotation,29.095,,-0.067,0.873
training 1,annotation,29.095,,-0.067,0.873
training 1,annotation,29.099,,-0.067,0.873
training 1,annotation,29.099,,-0.067,0.873
training 1,annotation,29.103,,-0.067,0.873
training 1,annotation,29.103,,-0.067,0.873
training 1,annotation,29.107,,-0.067,0.873
training 1,annotation,29.107,,-0.067,0.873
training 1,annotation,29.111,,-0.067,0.873
training 1,annotation,29.111,,-0.067,0.873
training 1,annotation,29.115,,-0.067,0.873
training 1,annotation,29.115,,-0.067,0.873
training 1,annotation,29.119,,-0.067,0.873
training 1,annotation,29.119,,-0.067,0.873
training 1,annotation,29.124,,-0.067,0.873
training 1,annotation,29.124,,-0.067,0.873
training 1,annotation,29.129,,-0.067,0.873
training 1,annotation,29.129,,-0.067,0.873
training 1,annotation,29.133,,-0.067,0.873
training 1,annotation,29.133,,-0.067,0.873
training 1,annotation,29.137,,-0.067,0.873
training 1,annotation,29.137,,-0.067,0.873
training 1,annotation,29.141,,-0.067,0.873
training 1,annotation,29.141,,-0.067,0.873
training 1,annotation,29.145,,-0.067,0.873
training 1,annotation,29.145,,-0.067,0.873
training 1,annotation,29.149,,-0.067,0.873
training 1,annotation,29.149,,-0.067,0.873
training 1,annotation,29.153,,-0.067,0.873
training 1,annotation,29.153,,-0.067,0.873
training 1,annotation,29.158,,-0.067,0.873
training 1,annotation,29.158,,-0.067,0.873
training 1,annotation,29.162,,-0.067,0.873
training 1,annotation,29.162,,-0.067,0.873
training 1,annotation,29.166,,-0.067,0.873
training 1,annotation,29.166,,-0.067,0.873
training 1,annotation,29.17,,-0.067,0.873
training 1,annotation,29.17,,-0.067,0.873
training 1,annotation,29.174,,-0.067,0.873
training 1,annotation,29.174,,-0.067,0.873
training 1,annotation,29.178,,-0.067,0.873
training 1,annotation,29.178,,-0.067,0.873
training 1,annotation,29.182,,-0.067,0.873
training 1,annotation,29.182,,-0.067,0.873
training 1,annotation,29.186,,-0.067,0.873
training 1,annotation,29.186,,-0.067,0.873
training 1,annotation,29.191,,-0.067,0.873
training 1,annotation,29.191,,-0.067,0.873
training 1,annotation,29.196,,-0.067,0.873
training 1,annotation,29.196,,-0.067,0.873
training 1,annotation,29.199,,-0.067,0.873
training 1,annotation,29.199,target_annotated,-0.067,0.873
training 1,feedback,29.199,,-0.067,0.873
training 1,feedback,29.203,,-0.067,0.873
training 1,feedback,29.206,,-0.067,0.873
training 1,feedback,29.21,,-0.067,0.873
training 1,feedback,29.213,,-0.067,0.873
training 1,feedback,29.217,,-0.067,0.873
training 1,feedback,29.221,,-0.067,0.873
training 1,feedback,29.225,,-0.067,0.873
training 1,feedback,29.229,,-0.067,0.873
training 1,feedback,29.232,,-0.067,0.873
training 1,feedback,29.235,,-0.067,0.873
training 1,feedback,29.239,,-0.067,0.873
training 1,feedback,29.242,,-0.067,0.873
training 1,feedback,29.246,,-0.067,0.873
training 1,feedback,29.249,,-0.067,0.873
training 1,feedback,29.252,,-0.067,0.873
training 1,feedback,29.256,,-0.067,0.873
training 1,feedback,29.259,,-0.067,0.873
training 1,feedback,29.263,,-0.067,0.873
training 1,feedback,29.268,,-0.067,0.873
training 1,feedback,29.271,,-0.067,0.873
training 1,feedback,29.275,,-0.067,0.873
training 1,feedback,29.278,,-0.067,0.873
training 1,feedback,29.282,,-0.067,0.873
training 1,feedback,29.285,,-0.067,0.873
training 1,feedback,29.288,,-0.067,0.873
training 1,feedback,29.292,,-0.067,0.873
training 1,feedback,29.296,,-0.067,0.873
training 1,feedback,29.3,,-0.067,0.873
training 1,feedback,29.304,,-0.067,0.873
training 1,feedback,29.308,,-0.067,0.873
training 1,feedback,29.311,,-0.067,0.873
training 1,feedback,29.315,,-0.067,0.873
training 1,feedback,29.318,,-0.067,0.873
training 1,feedback,29.322,,-0.067,0.873
training 1,feedback,29.325,,-0.067,0.873
training 1,feedback,29.329,,-0.067,0.873
training 1,feedback,29.333,,-0.067,0.873
training 1,feedback,29.337,,-0.067,0.873
training 1,feedback,29.341,,-0.067,0.873
training 1,feedback,29.344,,-0.067,0.873
training 1,feedback,29.348,,-0.067,0.873
training 1,feedback,29.351,,-0.067,0.873
training 1,feedback,29.355,,-0.067,0.873
training 1,feedback,29.358,,-0.067,0.873
training 1,feedback,29.362,,-0.067,0.873
training 1,feedback,29.366,,-0.067,0.873
training 1,feedback,29.37,,-0.067,0.873
training 1,feedback,29.373,,-0.067,0.873
training 1,feedback,29.377,,-0.067,0.873
training 1,feedback,29.381,,-0.067,0.873
training 1,feedback,29.384,,-0.067,0.873
training 1,feedback,29.388,,-0.067,0.873
training 1,feedback,29.391,,-0.067,0.873
training 1,feedback,29.394,,-0.067,0.873
training 1,feedback,29.399,,-0.067,0.873
training 1,feedback,29.403,,-0.067,0.873
training 1,feedback,29.406,,-0.067,0.873
training 1,feedback,29.409,,-0.067,0.873
training 1,feedback,29.413,,-0.067,0.873
training 1,feedback,29.417,,-0.067,0.873
training 1,feedback,29.42,,-0.067,0.873
training 1,feedback,29.423,,-0.067,0.873
training 1,feedback,29.427,,-0.067,0.873
training 1,feedback,29.431,,-0.067,0.873
training 1,feedback,29.435,,-0.067,0.873
training 1,feedback,29.439,,-0.067,0.873
training 1,feedback,29.442,,-0.067,0.873
training 1,feedback,29.446,,-0.067,0.873
training 1,feedback,29.45,,-0.067,0.873
training 1,feedback,29.453,,-0.067,0.873
training 1,feedback,29.456,,-0.067,0.873
training 1,feedback,29.46,,-0.067,0.873
training 1,feedback,29.464,,-0.067,0.873
training 1,feedback,29.468,,-0.067,0.873
training 1,feedback,29.472,,-0.067,0.873
training 1,feedback,29.475,,-0.067,0.873
training 1,feedback,29.479,,-0.067,0.873
training 1,feedback,29.482,,-0.067,0.873
training 1,feedback,29.486,,-0.067,0.873
training 1,feedback,29.489,,-0.067,0.873
training 1,feedback,29.493,,-0.067,0.873
training 1,feedback,29.497,,-0.067,0.873
training 1,feedback,29.501,,-0.067,0.873
training 1,feedback,29.505,,-0.067,0.873
training 1,feedback,29.508,,-0.067,0.873
training 1,feedback,29.512,,-0.067,0.873
training 1,feedback,29.515,,-0.067,0.873
training 1,feedback,29.518,,-0.067,0.873
training 1,feedback,29.522,,-0.067,0.873
training 1,feedback,29.525,,-0.067,0.873
training 1,feedback,29.529,,-0.067,0.873
training 1,feedback,29.533,,-0.067,0.873
training 1,feedback,29.537,,-0.067,0.873
training 1,feedback,29.54,,-0.067,0.873
training 1,feedback,29.544,,-0.067,0.873
training 1,feedback,29.548,,-0.067,0.873
training 1,feedback,29.551,,-0.067,0.873
training 1,feedback,29.554,,-0.067,0.873
training 1,feedback,29.558,,-0.067,0.873
training 1,feedback,29.561,,-0.067,0.873
training 1,feedback,29.565,,-0.067,0.873
training 1,feedback,29.57,,-0.067,0.873
training 1,feedback,29.573,,-0.067,0.873
training 1,feedback,29.576,,-0.067,0.873
training 1,feedback,29.58,,-0.067,0.873
training 1,feedback,29.583,,-0.067,0.873
training 1,feedback,29.587,,-0.067,0.873
training 1,feedback,29.59,,-0.067,0.873
training 1,feedback,29.594,,-0.067,0.873
training 1,feedback,29.598,,-0.067,0.873
training 1,feedback,29.602,,-0.067,0.873
training 1,feedback,29.605,,-0.067,0.873
training 1,feedback,29.609,,-0.067,0.873
training 1,feedback,29.612,,-0.067,0.873
training 1,feedback,29.616,,-0.067,0.873
training 1,feedback,29.619,,-0.067,0.873
training 1,feedback,29.622,,-0.067,0.873
training 1,feedback,29.626,,-0.067,0.873
training 1,feedback,29.63,,-0.067,0.873
training 1,feedback,29.634,,-0.067,0.873
training 1,feedback,29.637,,-0.067,0.873
training 1,feedback,29.641,,-0.067,0.873
training 1,feedback,29.645,,-0.067,0.873
training 1,feedback,29.648,,-0.067,0.873
training 1,feedback,29.651,,-0.067,0.873
training 1,feedback,29.655,,-0.067,0.873
training 1,feedback,29.659,,-0.067,0.873
training 1,feedback,29.663,,-0.067,0.873
training 1,feedback,29.666,,-0.067,0.873
training 1,feedback,29.669,,-0.067,0.873
training 1,feedback,29.673,,-0.067,0.873
training 1,feedback,29.676,,-0.067,0.873
training 1,feedback,29.68,,-0.067,0.873
training 1,feedback,29.684,,-0.067,0.873
training 1,feedback,29.687,,-0.067,0.873
training 1,feedback,29.691,,-0.067,0.873
training 1,feedback,29.695,,-0.067,0.873
training 1,feedback,29.698,,-0.067,0.873
training 1,feedback,29.702,,-0.067,0.873
training 1,feedback,29.705,,-0.067,0.873
training 1,feedback,29.709,,-0.067,0.873
training 1,feedback,29.713,,-0.067,0.873
training 1,feedback,29.716,,-0.067,0.873
training 1,feedback,29.72,,-0.067,0.873
training 1,feedback,29.724,,-0.067,0.873
training 1,feedback,29.728,,-0.067,0.873
training 1,feedback,29.731,,-0.067,0.873
training 1,feedback,29.734,,-0.067,0.873
training 1,feedback,29.738,,-0.067,0.873
training 1,feedback,29.741,,-0.067,0.873
training 1,feedback,29.745,,-0.067,0.873
training 1,feedback,29.748,,-0.067,0.873
training 1,feedback,29.752,,-0.067,0.873
training 1,feedback,29.755,,-0.067,0.873
training 1,feedback,29.759,,-0.067,0.873
training 1,feedback,29.763,,-0.067,0.873
training 1,feedback,29.766,,-0.067,0.873
training 1,feedback,29.77,,-0.067,0.873
training 1,feedback,29.773,,-0.067,0.873
training 1,feedback,29.776,,-0.067,0.873
training 1,feedback,29.78,,-0.067,0.873
training 1,feedback,29.784,,-0.067,0.873
training 1,feedback,29.787,,-0.067,0.873
training 1,feedback,29.791,,-0.067,0.873
training 1,feedback,29.796,,-0.067,0.873
training 1,feedback,29.799,,-0.067,0.873
training 1,feedback,29.802,,-0.067,0.873
training 1,feedback,29.805,,-0.067,0.873
training 1,feedback,29.809,,-0.067,0.873
training 1,feedback,29.813,,-0.067,0.873
training 1,feedback,29.816,,-0.067,0.873
training 1,feedback,29.82,,-0.067,0.873
training 1,feedback,29.824,,-0.067,0.873
training 1,feedback,29.828,,-0.067,0.873
training 1,feedback,29.831,,-0.067,0.873
training 1,feedback,29.834,,-0.067,0.873
training 1,feedback,29.838,,-0.067,0.873
training 1,feedback,29.841,,-0.067,0.873
training 1,feedback,29.844,,-0.067,0.873
training 1,feedback,29.848,,-0.067,0.873
training 1,feedback,29.851,,-0.067,0.873
training 1,feedback,29.855,,-0.067,0.873
training 1,feedback,29.859,,-0.067,0.873
training 1,feedback,29.863,,-0.067,0.873
training 1,feedback,29.866,,-0.067,0.873
training 1,feedback,29.869,,-0.067,0.873
training 1,feedback,29.873,,-0.067,0.873
training 1,feedback,29.877,,-0.067,0.873
training 1,feedback,29.88,,-0.067,0.873
training 1,feedback,29.884,,-0.067,0.873
training 1,feedback,29.888,,-0.067,0.873
training 1,feedback,29.892,,-0.067,0.873
training 1,feedback,29.895,,-0.067,0.873
training 1,feedback,29.899,,-0.067,0.873
training 1,feedback,29.902,,-0.067,0.873
training 1,feedback,29.905,,-0.067,0.873
training 1,feedback,29.909,,-0.067,0.873
training 1,feedback,29.913,,-0.067,0.873
training 1,feedback,29.916,,-0.067,0.873
training 1,feedback,29.92,,-0.067,0.873
training 1,feedback,29.924,,-0.067,0.873
training 1,feedback,29.928,,-0.067,0.873
training 1,feedback,29.931,,-0.067,0.873
training 1,feedback,29.934,,-0.067,0.873
training 1,feedback,29.938,,-0.067,0.873
training 1,feedback,29.941,,-0.067,0.873
training 1,feedback,29.945,,-0.067,0.873
training 1,feedback,29.948,,-0.067,0.873
